path	size_bytes	ext	status	note
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_nested/output/full_run_codex_spark_xhigh/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_nested/output/full_run_codex_spark_xhigh/run_manifest.json	28427	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_nested/output/full_run_continue_v13_strict/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_nested/output/full_run_continue_v13_strict/run_manifest.json	28493	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/category_manifest.json	640	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/final_identity_report.md	1576	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/language_manifest.json	683	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/multimodal_manifest.json	150	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/preference_dataset.jsonl	36814116	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/review_report.json	3895	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/run_manifest.json	28498	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/sft_dataset.jsonl	158096857	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/spot_checks.jsonl	16771	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v10/stress_test_pack.jsonl	31791	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/category_manifest.json	621	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/language_manifest.json	645	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/multimodal_manifest.json	141	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/preference_dataset.jsonl	695304	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/review_report.json	3929	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/run_manifest.json	28475	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/sft_dataset.jsonl	125600	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/spot_checks.jsonl	16788	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v11_strict/stress_test_pack.jsonl	4472	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check/run_manifest.json	28474	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/category_manifest.json	629	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/language_manifest.json	664	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/multimodal_manifest.json	144	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/preference_dataset.jsonl	3661829	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/review_report.json	3951	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/run_manifest.json	28475	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/sft_dataset.jsonl	9254697	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/spot_checks.jsonl	18239	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_check2/stress_test_pack.jsonl	37586	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_sft20k/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_sft20k/run_manifest.json	28475	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict/run_manifest.json	28475	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_bg/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_bg/run_manifest.json	28478	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_fullsample/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_fullsample/run_manifest.json	28486	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_pairs100/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_pairs100/run_manifest.json	28484	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_sft_only/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v12_strict_sft_only/run_manifest.json	28484	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v13_strict/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v13_strict/run_manifest.json	28475	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v9b/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/full_run_continue_v9b/run_manifest.json	28468	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/manual_run_30pct/preference_dataset.jsonl	15363837	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/manual_run_30pct/review_report.json	1773	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/manual_run_30pct/run_manifest.json	28470	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/manual_run_30pct/sft_dataset.jsonl	39487972	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/category_manifest.json	605	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/language_manifest.json	631	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/multimodal_manifest.json	136	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/preference_dataset.jsonl	3068	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/review_report.json	3355	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/run_manifest.json	27386	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/sft_dataset.jsonl	40681	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/spot_checks.jsonl	16858	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run/stress_test_pack.jsonl	3342	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/category_manifest.json	615	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/language_manifest.json	643	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/multimodal_manifest.json	137	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/preference_dataset.jsonl	0	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/review_report.json	3388	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/run_manifest.json	27387	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/sft_dataset.jsonl	100403	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/spot_checks.jsonl	16709	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run2/stress_test_pack.jsonl	4010	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/category_manifest.json	619	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/language_manifest.json	649	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/multimodal_manifest.json	142	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/preference_dataset.jsonl	464765	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/review_report.json	3866	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/run_manifest.json	28477	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/sft_dataset.jsonl	1874571	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/spot_checks.jsonl	18339	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v12_strict/stress_test_pack.jsonl	29309	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/category_manifest.json	616	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/language_manifest.json	641	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/multimodal_manifest.json	140	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/preference_dataset.jsonl	44882	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/review_report.json	3852	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/run_manifest.json	28469	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/sft_dataset.jsonl	86048	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/spot_checks.jsonl	16244	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v6/stress_test_pack.jsonl	4330	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/category_manifest.json	615	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/language_manifest.json	639	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/multimodal_manifest.json	140	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/preference_dataset.jsonl	368070	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/review_report.json	3861	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/run_manifest.json	28469	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/sft_dataset.jsonl	98616	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/spot_checks.jsonl	16105	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v7/stress_test_pack.jsonl	4860	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/category_manifest.json	621	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/language_manifest.json	641	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/multimodal_manifest.json	141	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/preference_dataset.jsonl	652662	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/review_report.json	3916	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/run_manifest.json	28469	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/sft_dataset.jsonl	118041	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/spot_checks.jsonl	15951	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v8/stress_test_pack.jsonl	4754	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/category_manifest.json	621	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/how_dataset_could_still_fail.md	379	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/identity_policy_sheet.md	6438	.md	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/language_manifest.json	646	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/multimodal_manifest.json	141	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/preference_dataset.jsonl	702484	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/review_report.json	3922	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/run_manifest.json	28469	.json	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/sft_dataset.jsonl	126973	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/spot_checks.jsonl	16717	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/identity_dataset_output/sample_run_continue_v9/stress_test_pack.jsonl	4506	.jsonl	archived_historical	Historical or superseded artifact preserved for auditability.
